arm,size,seed,precision,conf,frozen,micro_f1,recall,count_mae_pct,net_bias_pct,provenance
base,320,0,int8,0.25,0,0.7059,0.8635,44.92,44.64,nntool-sq8-ne16(unknown)
base,320,0,int8,0.3,0,0.7382,0.8511,30.96,30.61,nntool-sq8-ne16(unknown)
base,320,0,int8,0.35,0,0.7631,0.8352,20.67,18.88,nntool-sq8-ne16(unknown)
base,320,0,int8,0.4,1,0.7807,0.817,13.33,9.31,nntool-sq8-ne16(unknown)
base,320,0,int8,0.45,0,0.7916,0.7952,9.0,0.91,nntool-sq8-ne16(unknown)
base,320,0,int8,0.5,0,0.7956,0.7674,10.0,-7.08,nntool-sq8-ne16(unknown)
base,320,0,int8,0.55,0,0.7907,0.7319,15.97,-14.87,nntool-sq8-ne16(unknown)
base,320,0,int8,0.6,0,0.7691,0.6802,23.13,-23.13,nntool-sq8-ne16(unknown)
base,320,0,int8,0.65,0,0.7255,0.6023,33.97,-33.97,nntool-sq8-ne16(unknown)
base,320,0,int8,0.7,0,0.6342,0.4807,48.41,-48.41,nntool-sq8-ne16(unknown)
base,320,0,int8,0.75,0,0.4575,0.3005,68.65,-68.65,nntool-sq8-ne16(unknown)
base,320,0,int8,0.8,0,0.205,0.1146,88.22,-88.22,nntool-sq8-ne16(unknown)
base,320,0,int8,0.85,0,0.0241,0.0122,98.78,-98.78,nntool-sq8-ne16(unknown)
base,320,0,int8,0.9,0,0.0014,0.0007,99.93,-99.93,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.05,0,0.3891,0.9312,278.6,278.6,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.1,0,0.5209,0.9215,153.8,153.8,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.15,0,0.6017,0.9122,103.19,103.19,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.2,0,0.6599,0.9052,74.34,74.34,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.25,0,0.7065,0.8976,54.11,54.11,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.3,0,0.7406,0.889,40.1,40.1,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.35,0,0.7698,0.88,28.74,28.61,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.4,1,0.7923,0.8693,21.18,19.43,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.45,0,0.8089,0.8553,14.46,11.47,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.5,0,0.8202,0.8379,9.74,4.32,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.55,0,0.8251,0.8156,9.02,-2.3,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.6,0,0.8231,0.7834,11.25,-9.64,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.65,0,0.8063,0.7344,17.84,-17.84,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.7,0,0.7649,0.6558,28.52,-28.52,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.75,0,0.6539,0.5016,46.56,-46.56,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.8,0,0.3578,0.2197,77.19,-77.19,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.85,0,0.0357,0.0182,98.16,-98.16,nntool-sq8-ne16(unknown)
base,320,1,fp32,0.9,0,0.0003,0.0002,99.98,-99.98,nntool-sq8-ne16(unknown)
base,320,1,int8,0.05,0,0.3478,0.9225,330.53,330.53,nntool-sq8-ne16(unknown)
base,320,1,int8,0.1,0,0.4732,0.9077,183.67,183.67,nntool-sq8-ne16(unknown)
base,320,1,int8,0.15,0,0.5506,0.8995,126.74,126.74,nntool-sq8-ne16(unknown)
base,320,1,int8,0.2,0,0.6124,0.8899,90.64,90.64,nntool-sq8-ne16(unknown)
base,320,1,int8,0.25,0,0.6594,0.881,67.19,67.19,nntool-sq8-ne16(unknown)
base,320,1,int8,0.3,0,0.6975,0.8733,50.39,50.39,nntool-sq8-ne16(unknown)
base,320,1,int8,0.35,0,0.7321,0.8611,35.67,35.23,nntool-sq8-ne16(unknown)
base,320,1,int8,0.4,1,0.7577,0.8489,26.77,24.06,nntool-sq8-ne16(unknown)
base,320,1,int8,0.45,0,0.775,0.8326,19.05,14.87,nntool-sq8-ne16(unknown)
base,320,1,int8,0.5,0,0.7897,0.8122,11.85,5.71,nntool-sq8-ne16(unknown)
base,320,1,int8,0.55,0,0.7972,0.7887,11.35,-2.13,nntool-sq8-ne16(unknown)
base,320,1,int8,0.6,0,0.7945,0.752,16.07,-10.68,nntool-sq8-ne16(unknown)
base,320,1,int8,0.65,0,0.7854,0.7109,21.08,-18.98,nntool-sq8-ne16(unknown)
base,320,1,int8,0.7,0,0.7522,0.6423,29.24,-29.24,nntool-sq8-ne16(unknown)
base,320,1,int8,0.75,0,0.662,0.5145,44.55,-44.55,nntool-sq8-ne16(unknown)
base,320,1,int8,0.8,0,0.4453,0.2909,69.35,-69.35,nntool-sq8-ne16(unknown)
base,320,1,int8,0.85,0,0.0761,0.0396,95.92,-95.92,nntool-sq8-ne16(unknown)
base,320,1,int8,0.9,0,0.0017,0.0009,99.91,-99.91,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.05,0,0.3891,0.9312,278.6,278.6,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.1,0,0.5209,0.9215,153.8,153.8,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.15,0,0.6017,0.9122,103.19,103.19,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.2,0,0.6599,0.9052,74.34,74.34,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.25,0,0.7065,0.8976,54.11,54.11,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.3,0,0.7406,0.889,40.1,40.1,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.35,0,0.7698,0.88,28.74,28.61,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.4,1,0.7923,0.8693,21.18,19.43,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.45,0,0.8089,0.8553,14.46,11.47,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.5,0,0.8202,0.8379,9.74,4.32,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.55,0,0.8251,0.8156,9.02,-2.3,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.6,0,0.8231,0.7834,11.25,-9.64,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.65,0,0.8063,0.7344,17.84,-17.84,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.7,0,0.7649,0.6558,28.52,-28.52,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.75,0,0.6539,0.5016,46.56,-46.56,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.8,0,0.3578,0.2197,77.19,-77.19,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.85,0,0.0357,0.0182,98.16,-98.16,nntool-sq8-ne16(unknown)
base,320,0,fp32,0.9,0,0.0003,0.0002,99.98,-99.98,nntool-sq8-ne16(unknown)
base,320,0,int8,0.05,0,0.3478,0.9225,330.53,330.53,nntool-sq8-ne16(unknown)
base,320,0,int8,0.1,0,0.4732,0.9077,183.67,183.67,nntool-sq8-ne16(unknown)
base,320,0,int8,0.15,0,0.5506,0.8995,126.74,126.74,nntool-sq8-ne16(unknown)
base,320,0,int8,0.2,0,0.6124,0.8899,90.64,90.64,nntool-sq8-ne16(unknown)
base,320,0,int8,0.25,0,0.6594,0.881,67.19,67.19,nntool-sq8-ne16(unknown)
base,320,0,int8,0.3,0,0.6975,0.8733,50.39,50.39,nntool-sq8-ne16(unknown)
base,320,0,int8,0.35,0,0.7321,0.8611,35.67,35.23,nntool-sq8-ne16(unknown)
base,320,0,int8,0.4,1,0.7577,0.8489,26.77,24.06,nntool-sq8-ne16(unknown)
base,320,0,int8,0.45,0,0.775,0.8326,19.05,14.87,nntool-sq8-ne16(unknown)
base,320,0,int8,0.5,0,0.7897,0.8122,11.85,5.71,nntool-sq8-ne16(unknown)
base,320,0,int8,0.55,0,0.7972,0.7887,11.35,-2.13,nntool-sq8-ne16(unknown)
base,320,0,int8,0.6,0,0.7945,0.752,16.07,-10.68,nntool-sq8-ne16(unknown)
base,320,0,int8,0.65,0,0.7854,0.7109,21.08,-18.98,nntool-sq8-ne16(unknown)
base,320,0,int8,0.7,0,0.7522,0.6423,29.24,-29.24,nntool-sq8-ne16(unknown)
base,320,0,int8,0.75,0,0.662,0.5145,44.55,-44.55,nntool-sq8-ne16(unknown)
base,320,0,int8,0.8,0,0.4453,0.2909,69.35,-69.35,nntool-sq8-ne16(unknown)
base,320,0,int8,0.85,0,0.0761,0.0396,95.92,-95.92,nntool-sq8-ne16(unknown)
base,320,0,int8,0.9,0,0.0017,0.0009,99.91,-99.91,nntool-sq8-ne16(unknown)
