micro_f1,precision,recall,macro_f1,count_mae_img,count_rmse_img,count_bias_img,n_images,conf,tuned_on,match_dist,imgsz,provenance
0.6755,0.6885,0.663,0.6366,0.1091,0.334,-0.0094,22861,0.25,val,0.05,320,measured
