micro_f1,precision,recall,macro_f1,count_mae_img,count_rmse_img,count_bias_img,n_images,conf,tuned_on,match_dist,imgsz,provenance
0.7511,0.7296,0.7738,0.6729,0.1052,0.3298,0.0154,22861,0.45,val,0.05,192,measured
